Hugo Symbol	Entrez Gene ID	GRCh37 Isoform	GRCh37 RefSeq	GRCh38 Isoform	GRCh38 RefSeq	# of occurrence within resources (Column D-J)	OncoKB Annotated	Is Oncogene	Is Tumor Suppressor Gene	MSK-IMPACT	MSK-HEME	FOUNDATION ONE	FOUNDATION ONE HEME	Vogelstein	SANGER CGC(05/30/2017)	Gene Aliases
FBXW2	26190	ENST00000608872	NM_012164	ENST00000608872	NM_012164	1	Yes	No	No	No	No	No	No	No	No	FBW2, Fwd2, Md6
FGF12	2257					1	No	No	No	No	No	Yes	No	No	No	FGF12B, FHF1
FIP1L1	81608					1	No	No	No	No	No	No	No	No	Yes	DKFZp586K0717, FIP1
FLYWCH1	84256					1	No	No	No	No	No	No	Yes	No	No	DKFZp761A132
FNBP1	23048					1	No	No	No	No	No	No	Yes	No	No	FBP17, KIAA0554
FRS2	10818					1	No	No	No	No	No	No	Yes	No	No	FRS2A, FRS2alpha, SNT-1
FZR1	51343	ENST00000395095	NM_001136198	ENST00000395095	NM_001136198	1	Yes	Yes	Yes	No	No	No	No	No	No	CDC20C, FZR, FZR2, HCDH, HCDH1, KIAA1242
GABRA6	2559					1	No	No	No	No	No	Yes	No	No	No	
GADD45B	4616					1	No	No	No	No	No	No	Yes	No	No	DKFZP566B133, GADD45BETA, MYD118
GATA4	2626					1	No	No	No	No	No	Yes	No	No	No	
GATA6	2627					1	No	No	No	No	No	Yes	No	No	No	
GMPS	8833					1	No	No	No	No	No	No	Yes	No	No	GATD7
GOLGA5	9950					1	No	No	No	No	No	No	No	No	Yes	GOLIM5, golgin-84, ret-II, rfg5
GOPC	57120					1	No	No	No	No	No	No	No	No	Yes	CAL, GOPC1, PIST, dJ94G16.2
GPC3	2719					1	No	No	No	No	No	No	No	No	Yes	DGSX, OCI-5, SDYS, SGB, SGBS, SGBS1
GRM3	2913					1	No	No	No	No	No	Yes	No	No	No	GPRC1C, MGLUR3, mGlu3
GTSE1	51512					1	No	No	No	No	No	No	Yes	No	No	B99, GTSE-1
H3C15	333932	ENST00000403683	NM_001005464.2	ENST00000403683	NM_001005464.2	1	Yes	No	No	No	No	No	No	No	No	H3/n, H3/o, HIST2H3A
H3P6	440926	ENST00000316450	null	ENST00000369387	null	1	Yes	No	No	No	No	No	No	No	No	H3F3AP4
HIRA	7290					1	No	No	No	No	Yes	No	No	No	No	DGCR1, TUP1, TUPLE1
HNRNPA2B1	3181					1	No	No	No	No	No	No	No	No	Yes	HNRPA2B1
HOOK3	84376					1	No	No	No	No	No	No	No	No	Yes	
HOXA3	3200					1	No	No	No	No	No	No	Yes	No	No	HOX1E
HSD17B2	3294	ENST00000199936	NM_002153	ENST00000199936	NM_002153	1	Yes	No	Yes	No	No	No	No	No	No	HSD17, SDR9C2
HSD3B1	3283					1	No	No	No	No	No	Yes	No	No	No	HSD3B, HSDB3, SDR11E1
HTATIP2	10553	ENST00000421577	NM_001098521	ENST00000421577	NM_001098521	1	Yes	No	Yes	No	No	No	No	No	No	CC3, FLJ26963, SDR44U1, TIP30
ID1	3397	ENST00000376112	NM_002165	ENST00000376112	NM_002165	1	Yes	Yes	No	No	No	No	No	No	No	bHLHb24, dJ857M17.1.2
IKBKB	3551					1	No	No	No	No	No	No	No	No	Yes	IKK-beta, IKK2, IKKB, NFKBIKB
IKZF2	22807					1	No	No	No	No	No	No	Yes	No	No	Helios, ZNFN1A2
IL2	3558					1	No	No	No	No	No	No	No	No	Yes	IL-2, TCGF
INPP5D	3635					1	No	No	No	No	No	No	Yes	No	No	SHIP, SHIP1, hp51CN
INTS6	26512	ENST00000311234	NM_012141	ENST00000311234	NM_012141	1	Yes	No	Yes	No	No	No	No	No	No	DBI-1, DDX26, DDX26A, DICE1, HDB, Notchl2
IRF2	3660					1	No	No	No	No	No	Yes	No	No	No	
IRS4	8471					1	No	No	No	No	No	No	No	No	Yes	IRS-4, PY160
JAZF1	221895					1	No	No	No	No	No	No	Yes	No	No	DKFZp761K2222, TIP27, ZNF802
KAT6B	23522					1	No	No	No	No	No	No	No	No	Yes	MOZ2, MYST4, Morf, ZC2HC6B, qkf, querkopf
KAT7	11143	ENST00000259021	NM_007067	ENST00000259021	NM_007067	1	Yes	Yes	No	No	No	No	No	No	No	HBO1, HBOA, MYST2, ZC2HC7
KCNJ5	3762					1	No	No	No	No	No	No	No	No	Yes	GIRK4, KATP1, Kir3.4, LQT13
KDM2B	84678					1	No	No	No	No	No	No	Yes	No	No	CXXC2, FBXL10, Fbl10, JHDM1B, PCCX2
KDM4C	23081					1	No	No	No	No	No	No	Yes	No	No	GASC1, JMJD2C, KIAA0780, TDRD14C
KEL	3792					1	No	No	No	No	No	Yes	No	No	No	CD238, ECE3
KLF2	10365	ENST00000248071	NM_016270.2	ENST00000248071	NM_016270.2	1	Yes	No	Yes	No	No	No	No	No	No	LKLF
KLF3	51274	ENST00000261438	NM_016531.5	ENST00000261438	NM_016531.5	1	Yes	No	Yes	No	No	No	No	No	No	BKLF
KLF6	1316					1	No	No	No	No	No	No	No	No	Yes	BCD1, COPEB, CPBP, GBF, PAC1, ST12, Zf9
KLK2	3817					1	No	No	No	No	No	No	No	No	Yes	
KNL1	57082					1	No	No	No	No	No	No	No	No	Yes	AF15Q14, CASC5, CT29, D40, KIAA1570, MCPH4, PPP1R55, Spc7, hKNL-1, hSpc105
KTN1	3895					1	No	No	No	No	No	No	No	No	Yes	KIAA0004, KNT
LARP4B	23185	ENST00000316157	NM_015155.2	ENST00000316157	NM_015155.2	1	Yes	No	No	No	No	No	No	No	No	KIAA0217, LARP5
LCP1	3936					1	No	No	No	No	No	No	Yes	No	No	CP64, L-PLASTIN, LC64P, PLS2
LGR5	8549	ENST00000266674	NM_003667	ENST00000266674	NM_003667	1	Yes	Yes	No	No	No	No	No	No	No	FEX, GPR49, GPR67, HG38
LIFR	3977					1	No	No	No	No	No	No	No	No	Yes	CD118
LMNA	4000					1	No	No	No	No	No	No	No	No	Yes	CMD1A, HGPS, LGMD1B, LMN1, LMNL1, PRO1
LRIG3	121227					1	No	No	No	No	No	No	No	No	Yes	FLJ90440, KIAA3016
LRP5	4041	ENST00000294304	NM_001291902.1	ENST00000294304	NM_001291902.1	1	Yes	Yes	Yes	No	No	No	No	No	No	BMND1, EVR1, EVR4, LR3, LRP7, OPPG, OPS, OPTA1, VBCH2
LRP6	4040	ENST00000261349	NM_002336.2	ENST00000261349	NM_002336.2	1	Yes	Yes	No	No	No	No	No	No	No	ADCAD2
LRRK2	120892					1	No	No	No	No	No	No	Yes	No	No	DKFZp434H2111, FLJ45829, PARK8, RIPK7, ROCO2
MAGED1	9500					1	No	No	No	No	No	No	Yes	No	No	DLXIN-1, NRAGE
MAL2	114569	ENST00000276681	NM_052886.2	ENST00000614891	NM_052886.2	1	Yes	No	Yes	No	No	No	No	No	No	
MAML2	84441					1	No	No	No	No	No	No	No	No	Yes	KIAA1819, MAM3
MAP3K6	9064					1	No	No	No	No	No	No	Yes	No	No	ASK2, MAPKKK6, MEKK6
MAP3K7	6885					1	No	No	No	No	No	No	Yes	No	No	MEKK7, TAK1
MAP4K4	9448	ENST00000347699	NM_001242559	ENST00000347699	NM_001242559	1	Yes	Yes	No	No	No	No	No	No	No	FLH21957, HGK, NIK
MBD4	8930	ENST00000249910	NM_003925	ENST00000249910	NM_003925	1	Yes	No	Yes	No	No	No	No	No	No	
MBD6	114785	ENST00000355673	NM_052897.3	ENST00000355673	NM_052897.3	1	Yes	No	Yes	No	No	No	No	No	No	KIAA1887
MDS2	259283					1	No	No	No	No	No	No	Yes	No	No	
MEF2D	4209	ENST00000348159	NM_005920.3	ENST00000348159	NM_005920.3	1	Yes	Yes	No	No	No	No	No	No	No	
MIB1	57534					1	No	No	No	No	No	No	Yes	No	No	DIP-1, KIAA1323, MIB, ZZANK2, ZZZ6
MIDEAS	91748	ENST00000286523	NM_001043318.2	ENST00000286523	NM_001043318.2	1	Yes	No	Yes	No	No	No	No	No	No	C14orf117, C14orf43, ELMSAN1, LSR68
MKNK1	8569					1	No	No	No	No	No	Yes	No	No	No	MNK1
MLLT11	10962					1	No	No	No	No	No	No	No	No	Yes	AF1Q
MNX1	3110					1	No	No	No	No	No	No	Yes	No	No	HB9, HLXB9, HOXHB9, SCRA1
MTCP1	4515					1	No	No	No	No	No	No	No	No	Yes	P13MTCP1, TCL1C, p8MTCP1
MYBL1	4603	ENST00000522677	NM_001080416	ENST00000522677	NM_001080416	1	Yes	Yes	No	No	No	No	No	No	No	A-myb, AMYB
MYO18A	399687					1	No	No	No	No	No	No	Yes	No	No	KIAA0216, MysPDZ
MYO5A	4644					1	No	No	No	No	No	No	No	No	Yes	MYH12, MYO5, MYR12
NAB2	4665					1	No	No	No	No	No	No	No	No	Yes	MADER
NACA	4666					1	No	No	No	No	No	No	Yes	No	No	NACA1
NBEAP1	606					1	No	No	No	No	No	No	Yes	No	No	BCL8, BCL8A
NCOA1	8648					1	No	No	No	No	No	No	No	No	Yes	F-SRC-1, KAT13A, NCoA-1, RIP160, bHLHe74
NCOA4	8031					1	No	No	No	No	No	No	No	No	Yes	ARA70, DKFZp762E1112, ELE1, PTC3, RFG
NFATC2	4773					1	No	No	No	No	No	No	No	No	Yes	NF-ATP, NFAT1, NFATp
NFIB	4781					1	No	No	No	No	No	No	No	No	Yes	NFI-RED, NFIB2, NFIB3
NFKBIE	4794					1	No	No	No	No	No	No	No	No	Yes	IKBE
NOD1	10392					1	No	No	No	No	No	No	Yes	No	No	CARD4, CLR7.1, NLRC1
NONO	4841					1	No	No	No	No	No	No	No	No	Yes	NMT55, NRB54, P54, P54NRB, PPP1R114
NUTM2B	729262					1	No	No	No	No	No	No	No	No	Yes	FAM22B, bA119F19.1
OLIG2	10215					1	No	No	No	No	No	No	No	No	Yes	BHLHB1, OLIGO2, PRKCBP2, RACK17, bHLHe19
OMD	4958					1	No	No	No	No	No	No	Yes	No	No	SLRR2C, osteoadherin
PAG1	55824					1	No	No	No	No	No	No	Yes	No	No	PAG
PAK3	5063					1	No	No	No	No	No	No	Yes	No	No	MRX30, MRX47, bPAK, hPAK3
PARP2	10038					1	No	No	No	No	No	Yes	No	No	No	ADPRTL2, ARTD2
PARP3	10039					1	No	No	No	No	No	Yes	No	No	No	ADPRT3, ADPRTL3, ARTD3, IRT1, hPARP-3, pADPRT-3
PASK	23178					1	No	No	No	No	No	No	Yes	No	No	KIAA0135, PASKIN, STK37
PATZ1	23598					1	No	No	No	No	No	No	No	No	Yes	MAZR, PATZ, RIAZ, ZBTB19, ZNF278, ZSG, dJ400N23
PC	5091					1	No	No	No	No	No	No	Yes	No	No	PCB
PCLO	27445					1	No	No	No	No	No	No	Yes	No	No	ACZ, DKFZp779G1236, KIAA0559
PCSK7	9159					1	No	No	No	No	No	No	Yes	No	No	LPC, PC7, PC8, SPC7
PDCD11	22984					1	No	No	No	No	No	No	Yes	No	No	ALG-4, KIAA0185, NFBP, RRP5
PHF1	5252					1	No	No	No	No	No	No	Yes	No	No	MTF2L2, PCL1, TDRD19C
PHF19	26147	ENST00000373896	NM_015651	ENST00000373896	NM_015651	1	Yes	Yes	No	No	No	No	No	No	No	DKFZP727G051, MTF2L1, PCL3, TDRD19B
PIK3C2B	5287					1	No	No	No	No	No	Yes	No	No	No	C2-PI3K, PI3K-C2beta
POLG	5428	ENST00000268124	NM_001126131	ENST00000268124	NM_001126131	1	Yes	No	No	No	No	No	No	No	No	POLG1, POLGA
POLQ	10721					1	No	No	No	No	No	No	No	No	Yes	
POU5F1	5460					1	No	No	No	No	No	No	No	No	Yes	MGC22487, OTF3, Oct4
PPFIBP1	8496					1	No	No	No	No	No	No	No	No	Yes	SGT2, hSGT2, hSgt2p
PPP1CB	5500					1	No	No	No	No	No	No	Yes	No	No	MP, PP-1B, PP1B, PP1beta, PP1c, PPP1beta
PRCC	5546					1	No	No	No	No	No	No	No	No	Yes	RCCP1
PRF1	5551					1	No	No	No	No	No	No	No	No	Yes	HPLH2, PFP
PRKDC	5591					1	No	No	No	No	No	No	Yes	No	No	DNA-PKC, DNA-PKcs, DNAPK, DNAPKc, DNPK1, HYRC, HYRC1, XRCC7, p350, p460
PRPF8	10594	ENST00000304992	NM_006445	ENST00000304992	NM_006445	1	Yes	No	Yes	No	No	No	No	No	No	PRPC8, Prp8, RP13, SNRNP220, hPrp8
PRSS1	5644	ENST00000311737	NM_002769.4	ENST00000311737	NM_002769.4	1	Yes	No	No	No	No	No	No	No	No	TRY1
PRSS8	5652					1	No	No	No	No	No	No	Yes	No	No	
PSMB2	5690	ENST00000373237	NM_002794	ENST00000373237	NM_002794	1	Yes	Yes	No	No	No	No	No	No	No	HC7-I
PTK6	5753					1	No	No	No	No	No	No	No	No	Yes	BRK
PTK7	5754					1	No	No	No	No	No	No	Yes	No	No	CCK4
PTPN13	5783					1	No	No	No	No	No	No	No	No	Yes	PTP-BAS, PTP-BL, PTP1E, PTPL1
PTPN6	5777					1	No	No	No	No	No	No	Yes	No	No	HCPH, PTP-1C, SHP-1, SHP1
PTPRB	5787					1	No	No	No	No	No	No	No	No	Yes	PTPB
PTPRC	5788					1	No	No	No	No	No	No	No	No	Yes	CD45, T200
PTPRK	5796					1	No	No	No	No	No	No	No	No	Yes	R-PTP-kappa
PUM1	9698	ENST00000257075	NM_014676	ENST00000257075	NM_014676	1	Yes	No	No	No	No	No	No	No	No	KIAA0099, PUMH1
RAD17	5884	ENST00000380774	NM_133339	ENST00000380774	NM_133339	1	Yes	No	Yes	No	No	No	No	No	No	CCYC, RAD17Sp, Rad24
RALGDS	5900					1	No	No	No	No	No	No	Yes	No	No	RGDS, RGF, RalGEF
RANBP2	5903					1	No	No	No	No	No	No	No	No	Yes	ADANE, ANE1, NUP358
RASGEF1A	221002					1	No	No	No	No	No	No	Yes	No	No	CG4853, FLJ37817
REV3L	5980	ENST00000358835	NM_002912	ENST00000358835	NM_002912	1	Yes	Yes	No	No	No	No	No	No	No	POLZ, REV3
RMI2	116028					1	No	No	No	No	No	No	No	No	Yes	BLAP18, C16orf75, MGC24665
RNASEH2A	10535	ENST00000221486	NM_006397	ENST00000221486	NM_006397	1	Yes	Yes	No	No	No	No	No	No	No	RNASEHI, RNHIA, RNHL
RNASEH2B	79621	ENST00000336617	NM_024570	ENST00000336617	NM_024570	1	Yes	No	Yes	No	No	No	No	No	No	AGS2, DLEU8, FLJ11712
RNF217-AS1	7955					1	No	No	No	No	No	No	Yes	No	No	STL
RPL10	6134					1	No	No	No	No	No	No	No	No	Yes	DXS648, DXS648E, FLJ23544, L10, QM
RPL5	6125					1	No	No	No	No	No	No	No	No	Yes	L5, PPP1R135, uL18
RSPO3	84870					1	No	No	No	No	No	No	No	No	Yes	FLJ14440, THSD2
RUNX2	860					1	No	No	No	No	No	No	Yes	No	No	AML3, CBFA1, CCD, CCD1, PEBP2A1, PEBP2aA1
S1PR2	9294					1	No	No	No	No	No	No	Yes	No	No	AGR16, DFNB68, EDG5, Gpcr13, H218
SALL4	57167					1	No	No	No	No	No	No	No	No	Yes	ZNF797, dJ1112F19.1
SBDS	51119					1	No	No	No	No	No	No	No	No	Yes	CGI-97, FLJ10917, SDO1, SWDS
SEC31A	22872					1	No	No	No	No	No	No	Yes	No	No	ABP125, ABP130, KIAA0905, SEC31L1
SEPTIN5	5413					1	No	No	No	No	No	No	Yes	No	No	HCDCREL-1, PNUTL1, SEPT5
SEPTIN6	23157					1	No	No	No	No	No	No	Yes	No	No	KIAA0128, MGC16619, MGC20339, SEPT6
SEPTIN9	10801					1	No	No	No	No	No	No	Yes	No	No	AF17q25, KIAA0991, MSF, MSF1, PNUTL4, SEPT9, SeptD1
SERP2	387923					1	No	No	No	No	No	No	Yes	No	No	C13orf21, bA269C23.1
SFPQ	6421					1	No	No	No	No	No	No	No	No	Yes	PPP1R140
SFRP1	6422	ENST00000220772	NM_003012.4	ENST00000220772	NM_003012.4	1	Yes	No	Yes	No	No	No	No	No	No	FRP-1, SARP2
SFRP2	6423	ENST00000274063	NM_003013.2	ENST00000274063	NM_003013.2	1	Yes	Yes	Yes	No	No	No	No	No	No	FRP-2, SARP1, SDF-5
SFRP4	6424					1	No	No	No	No	No	No	No	No	Yes	FRP-4, FRPHE, FRZB-2, frpHE
SIX1	6495					1	No	No	No	No	No	No	No	No	Yes	DFNA23
SLC1A2	6506					1	No	No	No	No	No	No	Yes	No	No	EAAT2, GLT-1
SLC45A3	85414					1	No	No	No	No	No	No	No	No	Yes	IPCA-2, IPCA-6, IPCA-8, PCANAP2, PCANAP6, PCANAP8, prostein
SMARCA1	6594					1	No	No	No	No	No	No	Yes	No	No	ISWI, NURF140, SNF2L, SNF2L1, SNF2LB, SWI, hSNF2L
SNCAIP	9627					1	No	No	No	No	No	Yes	No	No	No	SYPH1
SND1	27044					1	No	No	No	No	No	No	No	No	Yes	TDRD11, p100
SNX29	92017					1	No	No	No	No	No	No	Yes	No	No	FLJ12363, RUNDC2A
SOCS2	8835					1	No	No	No	No	No	No	Yes	No	No	CIS2, Cish2, SOCS-2, SSI-2, SSI2, STATI2
SOX10	6663					1	No	No	No	No	No	No	Yes	No	No	DOM, WS2E, WS4
SQSTM1	8878	ENST00000389805	NM_003900	ENST00000389805	NM_003900	1	Yes	Yes	No	No	No	No	No	No	No	A170, OSIL, PDB3, p62B
SS18L1	26039					1	No	No	No	No	No	No	No	No	Yes	CREST, KIAA0693
STAT1	6772	ENST00000361099	NM_007315.3	ENST00000361099	NM_007315.3	1	Yes	No	No	No	No	No	No	No	No	ISGF-3, STAT91
STAT2	6773	ENST00000314128	NM_005419.3	ENST00000314128	NM_005419.3	1	Yes	No	No	No	No	No	No	No	No	STAT113
STAT4	6775					1	No	No	No	No	No	No	Yes	No	No	
STIL	6491					1	No	No	No	No	No	No	No	No	Yes	MCPH7, SIL
STRN	6801					1	No	No	No	No	No	No	No	No	Yes	PPP2R6A, STRN1
TAF1	6872					1	No	No	No	No	No	No	Yes	No	No	BA2R, CCG1, CCGS, DYT3, DYT3/TAF1, KAT4, NSCL2, TAFII250
TCEA1	6917					1	No	No	No	No	No	No	No	No	Yes	GTF2S, SII, TCEA, TF2S, TFIIS
TCF12	6938					1	No	No	No	No	No	No	No	No	Yes	HEB, HTF4, HsT17266, bHLHb20, p64
TCL1B	9623	ENST00000340722	NM_004918.3	ENST00000340722	NM_004918.3	1	Yes	Yes	No	No	No	No	No	No	No	TML1
TEC	7006					1	No	No	No	No	No	No	Yes	No	No	PSCTK4
TERC	7012					1	No	No	No	No	No	Yes	No	No	No	SCARNA19, TRC3, hTR
TFEB	7942					1	No	No	No	No	No	No	No	No	Yes	TCFEB, bHLHe35
TFPT	29844					1	No	No	No	No	No	No	Yes	No	No	FB1, INO80F, amida
TFRC	7037					1	No	No	No	No	No	No	Yes	No	No	CD71, TFR1, p90
TIPARP	25976					1	No	No	No	No	No	Yes	No	No	No	ARTD14, DDF1, DKFZP434J214, DKFZp686N0351, PARP-1, PARP-7, PARP7, RM1, pART14
TLE1	7088	ENST00000376499	NM_001303103.1	ENST00000376499	NM_001303103.1	1	Yes	No	No	No	No	No	No	No	No	ESG1, GRG1
TLE2	7089	ENST00000262953	NM_003260.4	ENST00000262953	NM_003260.4	1	Yes	No	No	No	No	No	No	No	No	ESG, ESG2, FLJ41188, GRG2
TLE3	7090	ENST00000558939	NM_005078.3	ENST00000558939	NM_005078.3	1	Yes	No	No	No	No	No	No	No	No	ESG3, GRG3, HsT18976, KIAA1547
TLE4	7091	ENST00000376552	NM_007005.4	ENST00000376552	NM_007005.4	1	Yes	No	No	No	No	No	No	No	No	E(spl), GRG4
TLL2	7093					1	No	No	No	No	No	No	Yes	No	No	
TMEM30A	55754					1	No	No	No	No	No	No	Yes	No	No	C6orf67, CDC50A, FLJ10856
TMSB4XP8	7117					1	No	No	No	No	No	No	Yes	No	No	TMSL3
TNFRSF11A	8792					1	No	No	No	No	No	No	Yes	No	No	CD265, FEO, LOH18CR1, PDB2, RANK
TNFSF13	8741	ENST00000338784	NM_003808	ENST00000338784	NM_003808	1	Yes	Yes	No	No	No	No	No	No	No	APRIL, CD256
TPR	7175					1	No	No	No	No	No	No	No	No	Yes	
TRIM33	51592					1	No	No	No	No	No	No	No	No	Yes	FLJ11429, KIAA1113, PTC7, RFG7, TF1G, TIF1G, TIF1GAMMA, TIFGAMMA
TRRAP	8295					1	No	No	No	No	No	No	No	No	Yes	PAF400, TR-AP, Tra1
TTL	150465					1	No	No	No	No	No	No	Yes	No	No	MGC46235
TUSC3	7991					1	No	No	No	No	No	No	Yes	No	No	MGC13453, MRT22, MRT7, MagT2, N33, OST3A, SLC58A2
TYRO3	7301					1	No	No	No	No	No	Yes	No	No	No	Brt, Dtk, Etk-2, RSE, Rek, Sky, Tif
UBE2A	7319	ENST00000371558	NM_003336	ENST00000371558	NM_003336	1	Yes	Yes	No	No	No	No	No	No	No	HHR6A, HR6A, RAD6A, UBC2
WAS	7454					1	No	No	No	No	No	No	No	No	Yes	IMD2, THC, WASP, WASPA
WDCP	80304					1	No	No	No	No	No	No	No	No	Yes	C2orf44, FLJ21945, MMAP
WDR90	197335					1	No	No	No	No	No	No	Yes	No	No	C16orf15, C16orf16, C16orf17, C16orf18, C16orf19, FLJ36483, KIAA1924, POC16
WRN	7486					1	No	No	No	No	No	No	No	No	Yes	RECQ3, RECQL2
WWP1	11059	ENST00000265428	NM_007013.3	ENST00000265428	NM_007013.3	1	Yes	Yes	No	No	No	No	No	No	No	AIP5, DKFZP434D2111
XPA	7507					1	No	No	No	No	No	No	No	No	Yes	XP1, XPAC
XPC	7508					1	No	No	No	No	No	No	No	No	Yes	RAD4, XPCC
YPEL5	51646					1	No	No	No	No	No	No	Yes	No	No	CGI-127
YWHAE	7531					1	No	No	No	No	No	No	No	No	Yes	FLJ45465
YY1	7528	ENST00000262238	NM_003403.4	ENST00000262238	NM_003403.4	1	Yes	Yes	No	No	No	No	No	No	No	INO80S, UCRBP, YIN-YANG-1
YY1AP1	55249					1	No	No	No	No	No	No	Yes	No	No	HCCA2, YAP, YY1AP
ZBTB20	26137	ENST00000474710	NM_001164342.2	ENST00000474710	NM_001164342.2	1	Yes	Yes	Yes	No	No	No	No	No	No	DKFZp566F123, DPZF, ODA-8S, ZNF288
ZBTB7A	51341					1	No	No	No	No	Yes	No	No	No	No	DKFZp547O146, FBI-1, LRF, ZBTB7, ZNF857A, pokemon
ZFP36L1	677	ENST00000336440	NM_001244698.1	ENST00000336440	NM_001244698.1	1	Yes	No	Yes	No	No	No	No	No	No	Berg36, RNF162B, TIS11B, cMG1
ZFP36L2	678	ENST00000282388	NM_006887.4	ENST00000282388	NM_006887.4	1	Yes	No	Yes	No	No	No	No	No	No	ERF2, RNF162C, TIS11D
ZMYM3	9203					1	No	No	No	No	No	No	Yes	No	No	DXS6673E, KIAA0385, ZNF198L2, ZNF261
ZNF24	7572					1	No	No	No	No	No	No	Yes	No	No	KOX17, ZNF191, ZSCAN3, Zfp191
ZNF331	55422					1	No	No	No	No	No	No	No	No	Yes	RITA, ZNF361, ZNF463
ZNF750	79755	ENST00000269394	NM_024702.2	ENST00000269394	NM_024702.2	1	Yes	No	Yes	No	No	No	No	No	No	FLJ13841, Zfp750
